RecordId,RecordType,Type,SubType,Category,Task,TaskStatus,SLADesc,DUE,FIrstPlanReviewedDate
16-08402,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,08/18/2016,08/04/2016
16-08410,Res:Addition,Residential,Existing Building,Addition,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/08/2016,08/04/2016
16-08410,Res:Addition,Residential,Existing Building,Addition,Zoning Review,Approved,Res. Waiver - 2 Days,08/08/2016,08/05/2016
16-08427,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/08/2016,08/05/2016
16-08454,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Approved,Residential - 10 Days,08/19/2016,08/19/2016
16-08487,Com: Landlord Impr,Commercial,Existing Building,Landlord Improvements,Building Review,Approved,Small Comm - 10 Days,08/22/2016,08/19/2016
16-08487,Com: Landlord Impr,Commercial,Existing Building,Landlord Improvements,Fire Review,Approved,Small Comm - 10 Days,08/22/2016,08/09/2016
16-08488,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Residential - 10 Days,08/22/2016,08/15/2016
16-08488,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Residential - 10 Days,08/22/2016,08/09/2016
16-08501,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Quick Touch - 3 Days,08/11/2016,08/17/2016
16-08501,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Quick Touch - 3 Days,08/11/2016,08/11/2016
16-08502,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Residential - 10 Days,08/22/2016,08/08/2016
16-08502,Res: Alterations,Residential,Existing Building,Alterations,Zoning Review,Approved,Residential - 10 Days,08/22/2016,08/09/2016
16-08504,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Approved with Conditions,Residential - 10 Days,08/22/2016,08/19/2016
16-08504,Res: Detached Bldg,Residential,Accessory Structure,Other,Zoning Review,Disapproved,Residential - 10 Days,08/22/2016,08/30/2016
16-08506,Res: Detached Bldg,Residential,Accessory Structure,Other,Addressing,Approved - No Fees,Residential - 10 Days,08/22/2016,08/17/2016
16-08506,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Approved with Conditions,Residential - 10 Days,08/22/2016,08/19/2016
16-08512,Com: Bldg,Commercial,New Building,Single Tenant,Building Review,Approved,Std Level I Comm  - 21 Days,09/06/2016,09/08/2016
16-08512,Com: Bldg,Commercial,New Building,Single Tenant,Fire Review,Approved,Std Level I Comm  - 21 Days,09/06/2016,08/18/2016
16-08524,Com: Deck,Commercial,Accessory Structure,Deck,Building Review,Approved,Small Comm - 10 Days,08/23/2016,08/22/2016
16-08524,Com: Deck,Commercial,Accessory Structure,Deck,Fire Review,Approved,Small Comm - 10 Days,08/23/2016,08/10/2016
16-08524,Com: Deck,Commercial,Accessory Structure,Deck,Zoning Review,Approved,Small Comm - 10 Days,08/23/2016,08/12/2016
16-08527,Colocation,Commercial,Accessory Structure,Telecom Colocation,Building Review,Approved,Small Comm - 10 Days,08/23/2016,08/22/2016
16-08529,Res: Solar,Residential,Accessory Structure,Solar Array,Building Review,Approved,Quick Touch - 3 Days,08/12/2016,08/16/2016
16-08530,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,08/23/2016,08/26/2016
16-08530,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,08/23/2016,08/10/2016
16-08532,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,08/23/2016,08/19/2016
16-08532,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,08/23/2016,08/10/2016
16-08542,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/23/2016,08/15/2016
16-08544,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/23/2016,08/15/2016
16-08547,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/23/2016,08/15/2016
16-08550,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/11/2016,08/10/2016
16-08556,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/23/2016,08/15/2016
16-08557,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,08/23/2016,08/29/2016
16-08557,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Small Comm - 10 Days,08/23/2016,08/29/2016
16-08557,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Hold for Revision,Small Comm - 10 Days,08/23/2016,08/24/2016
16-08562,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/23/2016,08/15/2016
16-08565,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/23/2016,08/15/2016
16-08570,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/23/2016,08/15/2016
16-08572,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/23/2016,08/15/2016
16-08574,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/23/2016,08/15/2016
16-08580,Com:Addition,Commercial,Existing Building,Addition,Building Review,Approved,Std Level I Comm  - 21 Days,09/08/2016,08/22/2016
16-08580,Com:Addition,Commercial,Existing Building,Addition,Fire Review,Approved,Std Level I Comm  - 21 Days,09/08/2016,08/29/2016
16-08599,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/24/2016,08/22/2016
16-08610,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/24/2016,08/15/2016
16-08613,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/24/2016,08/15/2016
16-08615,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/24/2016,08/15/2016
16-08621,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/24/2016,08/15/2016
16-08627,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/24/2016,08/15/2016
16-08631,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/24/2016,08/15/2016
16-08634,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/24/2016,08/15/2016
16-08638,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,08/24/2016,08/22/2016
16-08638,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,08/24/2016,08/11/2016
16-08639,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/24/2016,08/15/2016
16-08641,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/12/2016,08/11/2016
16-08647,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/24/2016,08/15/2016
16-08650,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/24/2016,08/15/2016
16-08661,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/15/2016,08/11/2016
16-08661,Res: Detached Bldg,Residential,Accessory Structure,Other,Zoning Review,Approved with Conditions,Res. Waiver - 2 Days,08/15/2016,08/16/2016
16-08666,Com:Addition,Commercial,Existing Building,Addition,Building Review,Hold for Revision,Std Level I Comm  - 21 Days,09/09/2016,09/12/2016
16-08666,Com:Addition,Commercial,Existing Building,Addition,Fire Review,Approved,Std Level I Comm  - 21 Days,09/09/2016,08/12/2016
16-08669,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,08/25/2016,08/30/2016
16-08669,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Small Comm - 10 Days,08/25/2016,08/22/2016
16-08669,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,08/25/2016,08/11/2016
16-08673,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved,Residential - 10 Days,08/25/2016,08/23/2016
16-08675,Com: Misc. Structure,Commercial,Accessory Structure,Other,Building Review,Approved,Small Comm - 10 Days,08/25/2016,08/24/2016
16-08675,Com: Misc. Structure,Commercial,Accessory Structure,Other,Fire Review,Approved,Small Comm - 10 Days,08/25/2016,08/12/2016
16-08676,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/15/2016,08/12/2016
16-08690,Res: Solar,Residential,Accessory Structure,Solar Array,Building Review,Approved,Quick Touch - 3 Days,08/16/2016,08/31/2016
16-08692,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Hold for Revision,Small Comm - 10 Days,08/25/2016,08/12/2016
16-08692,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,08/25/2016,08/24/2016
16-08692,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,08/25/2016,08/12/2016
16-08695,Res:Addition,Residential,Existing Building,Addition,Building Review,Approved,Residential - 10 Days,08/25/2016,08/29/2016
16-08695,Res:Addition,Residential,Existing Building,Addition,Zoning Review,Approved,Residential - 10 Days,08/25/2016,08/15/2016
16-08696,Com: Reroof,Commercial,Existing Building,Reroof,Building Review,Approved,Quick Touch - 3 Days,08/16/2016,08/16/2016
16-08696,Com: Reroof,Commercial,Existing Building,Reroof,Fire Review,Approved,Quick Touch - 3 Days,08/16/2016,08/12/2016
16-08698,Res: Mod SFD,Residential,New Building,Modular SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/15/2016,08/12/2016
16-08699,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Approved,Quick Touch - 3 Days,08/16/2016,08/11/2016
16-08708,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/16/2016,08/12/2016
16-08708,Res: Alterations,Residential,Existing Building,Alterations,Zoning Review,Hold for Revision,Res. Waiver - 2 Days,08/16/2016,08/18/2016
16-08710,Res: Retaining Wall,Residential,Accessory Structure,Retaining Wall,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/16/2016,08/19/2016
16-08710,Res: Retaining Wall,Residential,Accessory Structure,Retaining Wall,Zoning Review,Approved with Conditions,Res. Waiver - 2 Days,08/16/2016,08/23/2016
16-08716,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Approved,Quick Touch - 3 Days,08/17/2016,08/19/2016
16-08717,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/26/2016,08/15/2016
16-08720,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/26/2016,08/15/2016
16-08723,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,08/26/2016,08/15/2016
16-08732,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved with Conditions,Small Comm - 10 Days,08/26/2016,08/29/2016
16-08732,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,08/26/2016,08/16/2016
16-08735,Res: New SFD,Residential,New Building,SFD,Building Review,Hold for Revision,Residential - 10 Days,08/26/2016,08/30/2016
16-08738,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Building Review,Hold for Revision,Residential - 10 Days,08/26/2016,08/30/2016
16-08738,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Zoning Review,Hold for Revision,Residential - 10 Days,08/26/2016,08/23/2016
16-08743,Colocation,Commercial,Accessory Structure,Telecom Colocation,Building Review,Approved,Std Level I Comm  - 21 Days,09/13/2016,08/29/2016
16-08749,Com: Multi-Family,Commercial,New Building,Multi-Family,Building Review,Hold for Revision,Std Level I Comm  - 21 Days,09/13/2016,10/07/2016
16-08749,Com: Multi-Family,Commercial,New Building,Multi-Family,Fire Review,Approved,Std Level I Comm  - 21 Days,09/13/2016,09/07/2016
16-08750,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Approved,Residential - 10 Days,08/29/2016,09/01/2016
16-08750,Res: Detached Bldg,Residential,Accessory Structure,Other,Zoning Review,Approved with Conditions,Residential - 10 Days,08/29/2016,08/17/2016
16-08758,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,08/29/2016,08/15/2016
16-08758,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,08/29/2016,08/16/2016
16-08759,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/17/2016,08/15/2016
16-08766,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved with Conditions,Residential - 10 Days,08/29/2016,08/17/2016
16-08767,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Approved with Conditions,Residential - 10 Days,08/29/2016,09/02/2016
16-08767,Res: Detached Bldg,Residential,Accessory Structure,Other,Zoning Review,Hold for Revision,Residential - 10 Days,08/29/2016,08/23/2016
16-08773,Com: Misc. Structure,Commercial,Accessory Structure,Other,Building Review,Hold for Revision,Small Comm - 10 Days,08/29/2016,09/01/2016
16-08773,Com: Misc. Structure,Commercial,Accessory Structure,Other,Fire Review,Approved,Small Comm - 10 Days,08/29/2016,10/11/2016
16-08773,Com: Misc. Structure,Commercial,Accessory Structure,Other,Zoning Review,Approved,Small Comm - 10 Days,08/29/2016,08/18/2016
16-08779,Com: Landlord Impr,Commercial,Existing Building,Landlord Improvements,Building Review,Hold for Revision,Std Level I Comm  - 21 Days,09/13/2016,08/26/2016
16-08779,Com: Landlord Impr,Commercial,Existing Building,Landlord Improvements,Fire Review,Approved,Std Level I Comm  - 21 Days,09/13/2016,08/23/2016
16-08785,Res: Deck,Residential,Accessory Structure,Deck,Building Review,Approved,Res. Waiver - 2 Days,08/18/2016,10/11/2016
16-08785,Res: Deck,Residential,Accessory Structure,Deck,Zoning Review,Approved,Res. Waiver - 2 Days,08/18/2016,08/17/2016
16-08786,Res: Solar,Residential,Accessory Structure,Solar Array,Building Review,Approved,Residential - 10 Days,08/30/2016,09/01/2016
16-08791,Com: Misc. Structure,Commercial,Accessory Structure,Other,Building Review,Approved,Small Comm - 10 Days,08/30/2016,08/18/2016
16-08791,Com: Misc. Structure,Commercial,Accessory Structure,Other,Fire Review,Approved,Small Comm - 10 Days,08/30/2016,08/16/2016
16-08791,Com: Misc. Structure,Commercial,Accessory Structure,Other,Zoning Review,Approved with Conditions,Small Comm - 10 Days,08/30/2016,08/23/2016
16-08800,Res: Detached Bldg,Residential,Accessory Structure,Other,Addressing,Approved - No Fees,Small Comm - 10 Days,08/30/2016,08/29/2016
16-08800,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Approved with Conditions,Small Comm - 10 Days,08/30/2016,09/01/2016
16-08802,Com: Reroof,Commercial,Existing Building,Reroof,Building Review,Approved,Quick Touch - 3 Days,08/19/2016,08/17/2016
16-08807,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,08/30/2016,08/29/2016
16-08807,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Small Comm - 10 Days,08/30/2016,08/30/2016
16-08807,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,08/30/2016,10/27/2016
16-08807,Com: Alterations,Commercial,Existing Building,Alterations,Zoning Review,Approved,Small Comm - 10 Days,08/30/2016,08/25/2016
16-08812,Com: Bldg,Commercial,New Building,Single Tenant,Building Review,Approved,Std Level I Comm  - 21 Days,09/14/2016,08/29/2016
16-08812,Com: Bldg,Commercial,New Building,Single Tenant,Fire Review,Approved,Std Level I Comm  - 21 Days,09/14/2016,08/23/2016
16-08814,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved with Conditions,Residential - 10 Days,08/30/2016,08/31/2016
16-08814,Res: Alterations,Residential,Existing Building,Alterations,Zoning Review,Approved with Conditions,Residential - 10 Days,08/30/2016,08/17/2016
16-08823,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Small Comm - 10 Days,08/31/2016,09/06/2016
16-08823,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,08/31/2016,08/18/2016
16-08823,Com: Alterations,Commercial,Existing Building,Alterations,Zoning Review,Approved with Conditions,Small Comm - 10 Days,08/31/2016,09/19/2016
16-08830,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Building Review,Approved with Conditions,Residential - 10 Days,08/31/2016,09/01/2016
16-08830,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Zoning Review,Approved,Residential - 10 Days,08/31/2016,08/24/2016
16-08831,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Hold for Revision,Residential - 10 Days,08/31/2016,09/01/2016
16-08831,Res: Alterations,Residential,Existing Building,Alterations,Zoning Review,Hold for Revision,Residential - 10 Days,08/31/2016,09/19/2016
16-08832,Com: Retaining Wall,Commercial,Accessory Structure,Retaining Wall,Zoning Review,Approved,Small Comm - 10 Days,08/31/2016,09/02/2016
16-08834,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/19/2016,08/18/2016
16-08854,Res: Retaining Wall,Residential,Accessory Structure,Retaining Wall,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/22/2016,08/18/2016
16-08854,Res: Retaining Wall,Residential,Accessory Structure,Retaining Wall,Zoning Review,Approved,Res. Waiver - 2 Days,08/22/2016,08/18/2016
16-08857,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,09/01/2016,08/19/2016
16-08857,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,09/01/2016,08/22/2016
16-08857,Com: Alterations,Commercial,Existing Building,Alterations,Zoning Review,Hold for Revision,Small Comm - 10 Days,09/01/2016,09/02/2016
16-08860,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved,Residential - 10 Days,09/01/2016,09/01/2016
16-08861,Res:Addition,Residential,Existing Building,Addition,Building Review,Approved with Conditions,Residential - 10 Days,09/01/2016,09/06/2016
16-08861,Res:Addition,Residential,Existing Building,Addition,Zoning Review,Approved with Conditions,Residential - 10 Days,09/01/2016,08/29/2016
16-08865,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved with Conditions,Residential - 10 Days,09/01/2016,09/08/2016
16-08865,Res: Alterations,Residential,Existing Building,Alterations,Zoning Review,Approved with Conditions,Residential - 10 Days,09/01/2016,09/15/2016
16-08870,Res:Addition,Residential,Existing Building,Addition,Building Review,Approved with Conditions,Residential - 10 Days,09/01/2016,09/07/2016
16-08870,Res:Addition,Residential,Existing Building,Addition,Zoning Review,Approved,Residential - 10 Days,09/01/2016,09/12/2016
16-08891,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/23/2016,08/19/2016
16-08891,Res: Alterations,Residential,Existing Building,Alterations,Zoning Review,Approved with Conditions,Res. Waiver - 2 Days,08/23/2016,08/19/2016
16-08895,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Small Comm - 10 Days,09/02/2016,08/29/2016
16-08895,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,09/02/2016,08/22/2016
16-08914,Res: Mod SFD,Residential,New Building,Modular SFD,Building Review,Approved,Residential - 10 Days,09/02/2016,09/02/2016
16-08926,Res: Swimming Pool,Residential,Accessory Structure,Swimming Pool,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/24/2016,08/22/2016
16-08934,Res: Deck,Residential,Accessory Structure,Deck,Building Review,Approved with Conditions,Residential - 10 Days,09/05/2016,09/07/2016
16-08934,Res: Deck,Residential,Accessory Structure,Deck,Zoning Review,Approved,Residential - 10 Days,09/05/2016,08/26/2016
16-08941,Res: Deck,Residential,Accessory Structure,Deck,Building Review,Approved with Conditions,Residential - 10 Days,09/05/2016,09/02/2016
16-08941,Res: Deck,Residential,Accessory Structure,Deck,Zoning Review,Approved,Residential - 10 Days,09/05/2016,08/24/2016
16-08946,Res:Addition,Residential,Existing Building,Addition,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/24/2016,08/23/2016
16-08946,Res:Addition,Residential,Existing Building,Addition,Zoning Review,Approved,Res. Waiver - 2 Days,08/24/2016,08/23/2016
16-08947,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Std Level I Comm  - 21 Days,09/20/2016,09/20/2016
16-08947,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Std Level I Comm  - 21 Days,09/20/2016,08/24/2016
16-08950,Res: Detached Bldg,Residential,Accessory Structure,Other,Addressing,Approved - No Fees,Residential - 10 Days,09/05/2016,08/29/2016
16-08950,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Plan Review Waiver,Residential - 10 Days,09/05/2016,08/23/2016
16-08950,Res: Detached Bldg,Residential,Accessory Structure,Other,Zoning Review,Approved with Conditions,Residential - 10 Days,09/05/2016,08/23/2016
16-08958,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/25/2016,08/23/2016
16-08958,Res: Detached Bldg,Residential,Accessory Structure,Other,Zoning Review,Approved with Conditions,Res. Waiver - 2 Days,08/25/2016,08/30/2016
16-08963,Res: Detached Bldg,Residential,Accessory Structure,Other,Addressing,Approved - No Fees,Res. Waiver - 2 Days,08/25/2016,08/30/2016
16-08963,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/25/2016,08/24/2016
16-08963,Res: Detached Bldg,Residential,Accessory Structure,Other,Zoning Review,Approved,Res. Waiver - 2 Days,08/25/2016,08/29/2016
16-08965,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/25/2016,08/23/2016
16-08967,Res: Deck,Residential,Accessory Structure,Deck,Building Review,Approved with Conditions,Residential - 10 Days,09/06/2016,09/02/2016
16-08967,Res: Deck,Residential,Accessory Structure,Deck,Zoning Review,Hold for Revision,Residential - 10 Days,09/06/2016,09/02/2016
16-08972,Com: Reroof,Commercial,Existing Building,Reroof,Building Review,Approved,Quick Touch - 3 Days,08/26/2016,08/23/2016
16-08976,Res: New SFD,Residential,New Building,SFD,Addressing,Approved - Fees Due,Res. Waiver - 2 Days,08/25/2016,08/29/2016
16-08976,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/25/2016,08/24/2016
16-08977,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/25/2016,08/23/2016
16-08982,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/25/2016,08/24/2016
16-08987,Com: Landlord Impr,Commercial,Existing Building,Landlord Improvements,Building Review,Approved,Small Comm - 10 Days,09/06/2016,08/30/2016
16-08987,Com: Landlord Impr,Commercial,Existing Building,Landlord Improvements,Fire Review,Approved,Small Comm - 10 Days,09/06/2016,09/02/2016
16-08994,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved with Conditions,Res. Waiver - 2 Days,08/25/2016,08/30/2016
16-08994,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Res. Waiver - 2 Days,08/25/2016,08/25/2016
16-08999,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved,Residential - 10 Days,09/06/2016,09/07/2016
16-09002,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Small Comm - 10 Days,09/07/2016,08/29/2016
16-09002,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,09/07/2016,08/25/2016
16-09009,Colocation,Commercial,Accessory Structure,Telecom Colocation,Building Review,Approved,Std Level I Comm  - 21 Days,09/22/2016,08/29/2016
16-09015,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved with Conditions,Small Comm - 10 Days,09/07/2016,08/26/2016
16-09015,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,09/07/2016,08/31/2016
16-09016,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved,Residential - 10 Days,09/07/2016,09/07/2016
16-09027,Com: Deck,Commercial,Accessory Structure,Deck,Building Review,Approved,Small Comm - 10 Days,09/07/2016,09/07/2016
16-09027,Com: Deck,Commercial,Accessory Structure,Deck,Fire Review,Approved,Small Comm - 10 Days,09/07/2016,08/25/2016
16-09027,Com: Deck,Commercial,Accessory Structure,Deck,Zoning Review,Approved with Conditions,Small Comm - 10 Days,09/07/2016,08/30/2016
16-09028,Com: Deck,Commercial,Accessory Structure,Deck,Building Review,Approved,Small Comm - 10 Days,09/07/2016,09/07/2016
16-09028,Com: Deck,Commercial,Accessory Structure,Deck,Fire Review,Approved,Small Comm - 10 Days,09/07/2016,08/25/2016
16-09028,Com: Deck,Commercial,Accessory Structure,Deck,Zoning Review,Approved,Small Comm - 10 Days,09/07/2016,08/30/2016
16-09029,Res: New SFD,Residential,New Building,SFD,Addressing,Approved - No Fees,Res. Waiver - 2 Days,08/26/2016,08/30/2016
16-09029,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/26/2016,08/25/2016
16-09029,Res: New SFD,Residential,New Building,SFD,Zoning Review,Approved,Res. Waiver - 2 Days,08/26/2016,08/26/2016
16-09036,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/26/2016,08/25/2016
16-09038,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/26/2016,08/25/2016
16-09043,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/26/2016,08/25/2016
16-09048,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,09/07/2016,09/07/2016
16-09048,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,09/07/2016,08/31/2016
16-09050,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved,Residential - 10 Days,09/08/2016,09/07/2016
16-09056,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,09/08/2016,09/07/2016
16-09058,Res: Detached Bldg,Residential,Accessory Structure,Other,Addressing,Approved - No Fees,Residential - 10 Days,09/08/2016,08/30/2016
16-09058,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Approved with Conditions,Residential - 10 Days,09/08/2016,09/08/2016
16-09065,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,08/29/2016,08/26/2016
16-09065,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Zoning Review,Approved,Res. Waiver - 2 Days,08/29/2016,08/26/2016
16-09067,Res: Deck,Residential,Accessory Structure,Deck,Building Review,Approved with Conditions,Residential - 10 Days,09/08/2016,09/08/2016
