SERV_PROV_CODE,B1_PER_ID1,B1_PER_ID2,B1_PER_ID3,B1_WORK_DESC,REC_DATE,REC_FUL_NAM,REC_STATUS
ASHEVILLE,16CAP,00000,007CU,Runoff complaint from adjacent property upstream,2016-09-12 14:21:55.373,SDAWSON,A
ASHEVILLE,16CAP,00000,007CV,"Install 5 ton AC and coil.  Also, install a 80% gas furnace.  Reconnect to existing electrical.",2016-09-12 14:19:15.443,PUBLICUSER80,A
ASHEVILLE,16CAP,00000,007CW,INSTALL SUB PANEL IN HALL CONTROLLING ALL HST PLUGS AND HVAC DISCONNECT PER FIRE MARSHALS ORDERS FOR PARK TERRACE PROPERTIES.,2016-09-12 14:23:06.613,KAKBAR,A
ASHEVILLE,16CAP,00000,007CX,Waiver - NEW SINGLE FAMILY HOME FOR JOSH HARMENING; REC AMENDMENT TO ADD REVISIONS TO THE FIRST FLOOR LAYOUT AND TO ADD A BUMPOUT AT THE LEFT SIDE OF THE HOUSE. (26.25 SQUARE FEET) NO ADDITIONAL GRADING.,2016-09-12 15:00:17.020,GMISER,A
ASHEVILLE,16CAP,00000,007CY,SYLAND HEIGHTS UNIT 806. REPLACE 30 GALLONE ELECTRIC WATER HEATER IN MECHANICAL CLOSET. LOCATED TO THE FAR LEFT REAR OF THE #800 BUILDING,2016-09-12 15:03:11.303,ATESNER,A
ASHEVILLE,16CAP,00000,007CZ,Short Term Rental prohibited / unpermitted homestay,2016-09-12 15:04:52.083,SMORGAN,A
ASHEVILLE,16CAP,00000,007D0,Short Term Rental prohibited / unpermitted homestay,2016-09-12 15:06:28.310,SMORGAN,A
ASHEVILLE,16CAP,00000,007D1,Short Term Rental prohibited  / unpermitted homestay,2016-09-12 15:09:33.543,SMORGAN,A
ASHEVILLE,16CAP,00000,007D2,Short Term Rental prohibited / unpermitted homestay,2016-09-12 15:11:08.403,SMORGAN,A
ASHEVILLE,16CAP,00000,007D3,WE ARE MOVING AND REPLACING THE SEWER LINE BECAUSE WE ARE INSTALLED A NEW SEPTIC TANK.,2016-09-12 15:12:15.683,PUBLICUSER83,A
ASHEVILLE,16CAP,00000,007D4,Short Term Rental prohibited / unpermitted homestay,2016-09-12 15:14:43.747,SMORGAN,A
ASHEVILLE,16CAP,00000,007D5,"COMMERCIAL INTERIOR RENOVATION FOR DIXON HUGHES GOODMAN BASEMENT MAIN AREA;NEW CARPET, NEW PAINT ADN 1 NEW ALL WITH INTERIOR DOOR. REC AMENDMENT ADDING SOME LIGHTING TO THE CONFERENCE ROOM AND AN ADDITIONAL LIGHT SWITCH",2016-09-12 15:17:54.963,SSALYER,A
ASHEVILLE,16CAP,00000,007D6,Short Term Rental prohibited / unpermitted homestay,2016-09-12 15:18:21.870,SMORGAN,A
ASHEVILLE,16CAP,00000,007D7,Short Term Rental prohibited / unpermitted homestay,2016-09-12 15:20:30.313,SMORGAN,A
ASHEVILLE,16CAP,00000,007D8,Short Term Rental prohibited / unpermitted homestay,2016-09-12 15:23:16.617,SMORGAN,A
ASHEVILLE,16CAP,00000,007D9,SATURDAY SEPT 24TH FROM 5PM TO 12AM
150 PEOPLE 
30' X 50' FRAME TENT,2016-09-12 15:53:46.940,GMISER,A
ASHEVILLE,16CAP,00000,007DA,"SUBDIVISION, 2 LOTS FOR SCOTT SAWYER",2016-09-12 15:56:04.830,KAKBAR,A
ASHEVILLE,16CAP,00000,007DB,"NO DEMO, PAINT, REROOF, REDO FLOORS, NEW FIXTURES, RELECTRIC SERVICE UPGRADE, REPLACING EXISTING PLUMBING.  NO NEW FIXTURES, FOR SABA HOLDING GROUP, LLC",2016-09-12 16:26:50.493,GMISER,A
ASHEVILLE,16CAP,00000,007DC,"Existing water heater has gone bad, the tank is leaking. We will remove and haul off the existing water heater. We will install a new 40 gallon electric water heater.",2016-09-13 07:39:53.047,PUBLICUSER199,A
ASHEVILLE,16CAP,00000,007DD,Remove 40 gallon power vent water heater and replace with new tankless water heater,2016-09-13 08:30:14.920,PUBLICUSER251,A
ASHEVILLE,16CAP,00000,007DE,Replace 2 exit signs noted on fire marshals report copy of report on job site with permit contact in warehouse George Murphy 254-6572,2016-09-13 08:40:37.627,PUBLICUSER110,A
ASHEVILLE,16CAP,00000,007DF,ELECTRICAL JOURNEYMAN APPLICATION 10/2015,2016-09-13 10:07:27.433,MLIPE,A
ASHEVILLE,16CAP,00000,007DG,Waiver - NEW SINGLE FAMILY HOME FOR JOSH HARMENING,2016-09-13 10:29:42.457,GMISER,A
ASHEVILLE,16CAP,00000,007DH,"11/11/16-11/12/16 SET-UP IS ON 11/11/16 AND RACE DAY IS 11/12/16 FROM 7:00 A.M. TO 10:30A.M. SET-UP BEGINS 11/11/16 AT 9:00 A.M. AND TEAR DOWN ENDS AT 2:00 P.M. ON 11/12/16.
15 (10X10) TENTS
THIS WILL BE THE SECOND ANNUAL RACE 13.1 ASHEVILLE HALF MARATHON. THE EVENT INCLUDES A 5K, 10K, AND HALF MARATON RACE. IN 2015, 700 RUNNERS REGISTERED FOR THE RACE. WE ANTICIPATE AROUND 1,000 REGISTRATIONS IN 2016.  THE ROUTE WILL START AT PACK SQUARE PARK DOWNTOWN AND MAKE ITS WAY UP TO UNCA'S CAMPUS, BEFORE TURNING AROUND ON KIMBERLY AVE AND RETURNING TO PACK SQUARE PARK (SAME ROUTE AS 2015)",2016-09-13 10:40:49.653,KAKBAR,A
ASHEVILLE,16CAP,00000,007DI,"CONSTRUCT 230' LONG, 8' MAX HIGH LANDSCAPING WALL BEHIND BUILDING FOR GYM PARK, INC.",2016-09-13 10:45:21.023,ACARROLL,A
ASHEVILLE,16CAP,00000,007DJ,"SATURDAY, OCTOBER 1ST 2016.
2 (20X40) TENTS
PATIENT APPRECIATION EVENT. CATERED EVENT THAT IS SERVED BY STAFF.",2016-09-13 11:10:22.463,KAKBAR,A
ASHEVILLE,16CAP,00000,007DK,"INSULATION, DRYWALL, RELACING FIXTURES & CABINETS, ELECTRIC WITH 200A SERVICE PANEL, HVAC, FLOORING, PAINTING, CLOSETS AND SHELVING.  NEW TRIM AS NEEDED. REC AMENDMENT ADDING A VENTLESS GAS LOG UNIT, CHIMNEY REPAIR WITH NEW CAP AND CRICKET",2016-09-13 11:11:18.143,GMISER,A
ASHEVILLE,16CAP,00000,007DL,"CONSTRUCT 230' LONG, 8' MAX HIGH LANDSCAPING WALL BEHIND BUILDING FOR GYM PARK, INC.",2016-09-13 11:15:13.683,ACARROLL,A
ASHEVILLE,16CAP,00000,007DM,3 signs were sitting out in the entrances of the Asheville outlets,2016-09-13 11:20:43.367,PSAMS,A
ASHEVILLE,16CAP,00000,007DN,"REPLACE DISPENSERS, REPLACE ISLAND, INSTALL SUMPS FOR THE CITY OF ASHEVILLE",2016-09-13 11:23:27.267,ACARROLL,A
ASHEVILLE,16CAP,00000,007DO,CHANGE OUT EXISTING AIR HANDLER AND HEAT PUMP FOR EVELYN LEIGH,2016-09-13 11:32:18.337,KAKBAR,A
ASHEVILLE,16CAP,00000,007DP,"NEW CONSTRUCTION OF A 6 STORY HOTEL WITH DETACHED PARKING GARAGE (SEPERATE APPLICATION)  MASTERSITE 14-1226PZ
REC AMENDMENT REVISED PLANS , APPENDIX B AND POOL AND SPA DRAWINGS AND SOIL REPORTS, SENT COPIES OF SOIL REPORTS. REC AMENDMENT  - MECHANICAL AND ELECTRICAL PLAN REVISION SHEETS
REC AMENDMENT DRAWINGS AND SITE PLAN FOR 2 RETAINING WALL SEGEMENTAL SQUARE FOOT BLOCK,",2016-09-13 11:36:19.523,SSALYER,A
ASHEVILLE,16CAP,00000,007DQ,REPLACE PACKAGE UNIT FOR AMBER PRICHARD,2016-09-13 11:36:18.980,KAKBAR,A
ASHEVILLE,16CAP,00000,007DR,11/5/16 8:00 A.M. TO 1:00 P.M. SET-UP BEGINS AT 6:00 A.M. AND TEAR DOWN ENDS AT 2:00 P.M.
5 (10X10) TENTS
1 (8X16) STAGE
A SEMI-COMPETITIVE RUN/WALK AND FUN RUN WITHIN CARRIER PARK AND THE FRENCH BROAD RIVER GREENWAY.,2016-09-13 11:47:16.393,KAKBAR,A
ASHEVILLE,16CAP,00000,007DS,"DEMO ROOF, REFRAME WITH TRUSSES FOR UNFINISHED FUTURE MASTER.  FINISH HALF OF BASMENT AS BONUS ROOM.  ADD MINI-SPLIT.  SPLIT 1 1/2 BATH ON MAIN FLOOR INTO TWO BATHS.  ADD BATH AND WET BAR IN BASMENT.  REMOVING POST AND ADDING HEADER.  REPLACING WINDOWS AS NECESSARY.  REPLACING ONE WINDOW IN MASTER BEDROOM WITH DOOR.  REPLACING ONE WINDOW AND DOOR OFF KITCHEN WITH SLIDING DOOR.  REPLACING KITCHNENC ABINETS AND REMOVING LOAD BEARING WALL BETWEEN KITCHEN AND LIVING ROOM.  DEMO EXSITNG DECK ADN REBUILDING WITH AN ADDTIONAL 100 SQ FT.  STEPS FROM DECK TO REAR YARD.  ADDING SMALL COVERED FRONT PORTCH TO FRONT OF HOUSE AND MODIFYING CHIMNEY TO MEET CODE. UPGRADING ELECTRICAL TO 200 AMP., ADDING OUTLETS AS NECCESSARY. WATERPROOFING FOUNDATION AROUND 3 SIDES OF THE HOUSE.",2016-09-13 12:07:15.950,GMISER,A
ASHEVILLE,16CAP,00000,007DT,INSTALL NEW WATER SERVICE LINE FROM METER INTO BUILDING,2016-09-13 12:08:06.060,PUBLICUSER358,A
ASHEVILLE,16CAP,00000,007DU,CONSTRUCTION OF NEW TOWER FOR MISSION HOSPITAL-ADDITION OF MAY FOR NOISE PERMIT REQUEST,2016-09-13 12:25:59.810,SCARVER,A
ASHEVILLE,16CAP,00000,007DV,"install 16 kw generator, new electrical to equipment,  gas piping by others",2016-09-13 13:00:56.973,PUBLICUSER107,A
ASHEVILLE,16CAP,00000,007DW,CLOSE OPENING BETWEEN RETAIL AND WAREHOUSE SEPERATE ELECTRICAL TO METER SEPERATELY FOR US POSTAL SERVICE,2016-09-13 13:04:42.960,SCARVER,A
ASHEVILLE,16CAP,00000,007DX,"CONVERT FIRE ALARM DEVICES FROM OLD, ZONE STYLE TO ADDRESSABLE FOR CARE PARTNERS HEALTH- ADMINISTRATION",2016-09-13 13:30:18.720,ACARROLL,A
ASHEVILLE,16CAP,00000,007DY,"CONVERT FIRE ALARM DEVICES FROM OLD, ZONE STYLE TO ADDRESSABLE FOR CARE PARTNERS HEALTH- SPECIAL SERVICES",2016-09-13 13:34:51.227,ACARROLL,A
ASHEVILLE,16CAP,00000,007DZ,JOURNEYMAN RENEWAL EXPIRES 06/30/2019,2016-09-13 13:35:53.313,MLIPE,A
ASHEVILLE,16CAP,00000,007E0,DEMO EXSITNG DECK AND REBUILDING WITH AN ADDTIONAL 100 SQ FT.  STEPS FROM DECK TO REAR YARD.  ADDING SMALL COVERED FRONT PORCH TO FRONT OF HOUSE.,2016-09-13 13:59:10.837,GMISER,A
ASHEVILLE,16CAP,00000,007E1,"HOMESTAY, 1 BEDROOM FOR BRENDA SCONYERS",2016-09-13 14:07:09.327,KAKBAR,A
ASHEVILLE,16CAP,00000,007E2,"REMOVE & REPLACE ALL OLD CARPETING, REPAINTING.  NO OTHER WORK TO BE DONE.  OCCUPANCY FOR HONEST GOLD BUYER.",2016-09-13 14:15:31.613,GMISER,A
ASHEVILLE,16CAP,00000,007E3,Make a flag lot in behind 2 existing lots on Galax Avenue.,2016-09-13 14:16:47.203,PUBLICUSER0,A
ASHEVILLE,16CAP,00000,007E4,"CHANGE OF USE FOR TBD RESTAURANT TENANT. REC TRANSMITTAL TO PROVIDE REVISED GRADING, STORMWATER AND EROSION CONTROL DRAWINGS. REVISED STORMWATER CALCULATIONS. REC'D AMENDMENT TO PROVIDE NEW FOOTING DETAILS",2016-09-13 14:23:52.090,SCARVER,A
ASHEVILLE,16CAP,00000,007E5,CHANGE OF USE FOR TBD RESTAURANT TENANT,2016-09-13 14:26:55.960,SCARVER,A
ASHEVILLE,16CAP,00000,007E6,PV system is being reconfigured from a Sell-All grid Connection to a Net-Metered grid connection.  Inverter output will be moved from direct connection to the grid and will be connected to the Retail side of the meter.,2016-09-13 14:26:14.517,PUBLICUSER426,A
ASHEVILLE,16CAP,00000,007E7,"CURTIS, PAUL. CHANGE OUT 2 GAS FURNACE WITH A/C SYSTEMS. DUCTWORK, GAS PIPING AND ELECTRICAL SERVICE PANEL UPGRADE.",2016-09-13 14:43:18.473,ATESNER,A
ASHEVILLE,16CAP,00000,007E8,"OPEN FLAME FOR WIDE SPREAD PANIC SHOW SEPTEMBER 17, 2016 5:00AM THRU 12:00 MIDNIGHT FOR CATERING CHAFING DISHES STERNO",2016-09-13 15:05:26.610,SSALYER,A
ASHEVILLE,16CAP,00000,007E9,Replacing a gas boiler,2016-09-13 15:40:35.983,PUBLICUSER124,A
ASHEVILLE,16CAP,00000,007EA,"COMMERCIAL OCCUPANCY FOR BAIR FOUNDATION, PAINTING AND REPLACING CARPET ONLY WORK TO BE DONE;",2016-09-13 16:02:37.773,SSALYER,A
ASHEVILLE,16CAP,00000,007EB,"INSTALLATION OF A NEW HOOD & ANSUL SYSTEM, ADDING NEW COOK EQUIPMENT AND A NEW HANDWASHING SINK.  OCCUPANCY FOR ASHEVILLE TACOS & TAPS. REC ABC PACKET FOR ASHEVILLE TACOS & TAPS",2016-09-13 16:08:00.493,GMISER,A
ASHEVILLE,16CAP,00000,007EC,"CHANGE OUT OF AIR HANDLER WITH HOT WATER, AND A/C COIL FOR JANE STKELEATHER",2016-09-13 16:44:08.987,KAKBAR,A
ASHEVILLE,16CAP,00000,007ED,Run gas pipe to LP furnace. Mt. Air Mechanical converting furnace to Nat. gas. Call tenant Rhonda Simpson before going at 919-426-6745,2016-09-14 06:56:26.153,PUBLICUSER78,A
ASHEVILLE,16CAP,00000,007EE,NEW FREESTANDING DOUBLE-FACED SIGN NON-ILLUMINATED MONUMENT SIGN FOR HUMMINGBIRD PARK; 10 FT FROM CURB; NO MASONRY; NO ELECTRICAL;,2016-09-14 07:28:16.753,KAKBAR,A
ASHEVILLE,16CAP,00000,007EF,"NEW FREESTANDING DOUBLE-FACED NON-ILLUMINATED SIGN FOR SEVEN SPRINGS PARK. SIGN AND POST ONLY, NO MASONRY, NO ELECTRICAL.",2016-09-14 07:47:15.437,KAKBAR,A
ASHEVILLE,16CAP,00000,007EG,Permit 16-09586 requires a Flood Plain Development Permit,2016-09-14 08:26:14.613,ADMIN,A
ASHEVILLE,16CAP,00000,007EH,"REPLACE ROOFING, WINDOWS, ELECTRICAL AND MECHANICAL SYSTEMS, INSTALL NEW BATHROOMS, INSTALL NEW UTILITIES AND PARKING, INSTALL NEW EXTERIOR STEEL DECKS AND ACCESSIBLE RAMPS, WILL BE USED AS PUBLIC FACILITIES MAINTAINED OCCUPANCY BY CITY OF ASHEVILLE PARKS AND RECREATION. REC AMENDMENT TO PROVIDE INFORMATION ABOUT THE METER BASE/SERVICE DISCONNECT RELOCATION, WATER METER AND BACK-FLOW SIZE CHANGE , CHANGE DECK CONFIGURATION TO ACCOMIDATE ELECTRICAL CHANGES. REC'D AMENDMENT TO PROVIDE ALTERATION OF EXIT SIGN LOCATION. NON-LUMINATE SIGNS AND CLASSROOM LOCK-SET WITH SIGN.",2016-09-14 08:54:48.170,ACARROLL,A
ASHEVILLE,16CAP,00000,007EI,2 NEW TEMPORARY BANNER SEPTEMBER 15TH TO OCTOBER 15TH 2016 AS AN ADVERTISEMENT FOR ANYTIME FITNESS,2016-09-14 09:05:43.533,KAKBAR,A
ASHEVILLE,16CAP,00000,007EJ,JOURNEYMAN TEST ON 10-18-16,2016-09-14 09:43:11.957,MLIPE,A
ASHEVILLE,16CAP,00000,007EK,REPLACE HEAT PUMP AND AIR HANDLER  CONNECT TO EXISTING HIGH VOLTAGE ELECTRICAL
FOR CUSTOMER:  FIONNULA JONES  863-608-0803  owner,2016-09-14 09:56:07.277,PUBLICUSER139,A
ASHEVILLE,16CAP,00000,007EL,RECOMBINATION SUBMITTAL FOR SABA HOLDING GROUP LLC,2016-09-14 09:59:33.677,SSALYER,A
ASHEVILLE,16CAP,00000,007EM,JOURNEYMAN TEST FOR 10/18/2016,2016-09-14 10:02:29.703,MLIPE,A
ASHEVILLE,16CAP,00000,007EN,"BURNPILE HARVEST FEST SATURDAY OCTOBER 29TH FROM 12:00 PM-10:00PM, ADDING 2 PORT O JOHNS",2016-09-14 10:02:43.517,SCARVER,A
ASHEVILLE,16CAP,00000,007EO,"BUILD NEW WALK-IN CLOSET AND REMODEL MASTER BATHROOM, REPLACE FIXTURES AND LIGHTING FOR  TONY SCIARA",2016-09-14 10:03:05.397,ATESNER,A
ASHEVILLE,16CAP,00000,007EP,Install gas pipe from rented 120gal tank to cook stove in kitchen,2016-09-14 10:04:19.967,PUBLICUSER501,A
ASHEVILLE,16CAP,00000,007EQ,"BURNPILE HARVEST FEST SATURDAY OCTOBER 29TH FROM 12:00 PM-10:00PM, ADDING 2 PORT O JOHNS",2016-09-14 10:07:27.783,SCARVER,A
ASHEVILLE,16CAP,00000,007ER,RECOMBINATION OF 2 LOTS FOR BEN WEINBERG;,2016-09-14 10:10:25.880,SSALYER,A
ASHEVILLE,16CAP,00000,007ES,"INSTALL GAS FURNACE, AIR CONDITIONER AND EVAPORATOR COIL
CONNECT EQUIPMENT TO THE EXISTING HIGH VOLTAGE ELECTRICAL
RUN GAS PIPE FROM METER TO FURNACE",2016-09-14 10:13:15.160,PUBLICUSER139,A
ASHEVILLE,16CAP,00000,007ET,REMOVE  AND REPLACE HEAT PUMP AND RECONNECT ELECTRICAL FOR JEFF DAVIS,2016-09-14 10:28:49.887,SSALYER,A
ASHEVILLE,16CAP,00000,007EU,"HOMESTAY, 2 BEDROOM FOR CANDACE KREBS",2016-09-14 10:52:48.183,KAKBAR,A
ASHEVILLE,16CAP,00000,007EV,"ALTERNATIVE ACCESS SUBDIVISION AND ROAD CONSTRUCTION (4 LOTS) FOR LAUSCH REI, LLC",2016-09-14 11:27:35.327,ACARROLL,A
ASHEVILLE,16CAP,00000,007EW,"ALTERNATIVE ACCESS SUBDIVISION AND ROAD CONSTRUCTION (4 LOTS) FOR LAUSCH REI, LLC",2016-09-14 11:48:13.430,ACARROLL,A
ASHEVILLE,16CAP,00000,007EX,2 BEDROOM HOMESTAY FOR ELI/POLLARD RESIDENCE,2016-09-14 12:13:08.320,MLIPE,A
ASHEVILLE,16CAP,00000,007EY,"URBAN LOFT & ART TOUR IN ATRIUM OF ASHEVILLE ART MUSEUM, HIGH TOP TABLE ADN 2 8' TABLES THURSDAY OCTOBER 6, 2016 6:00PM THRU 9:00PM",2016-09-14 12:15:09.080,SSALYER,A
ASHEVILLE,16CAP,00000,007EZ,"ANDREW WYETHS PRESENTATION IN UPPER EAST WING AT ASHEVILLE ART MUSEUM GALLERY SPACE, WEDNESDAY OCTOBER 19, 2016 5:30PM-8:00PM, HIGH TOP TABLE IN BREEZEWAY ADN 5-6-8' TABLES IN GALLERY",2016-09-14 12:20:44.737,SSALYER,A
ASHEVILLE,16CAP,00000,007F0,Replace air conditioner and coil,2016-09-14 13:15:33.877,PUBLICUSER413,A
ASHEVILLE,16CAP,00000,007F1,replace gas furnace and air conditioner,2016-09-14 13:24:40.420,PUBLICUSER413,A
ASHEVILLE,16CAP,00000,007F2,11/24/16 8:30 A.M. - 10:15 A.M. SET-UP BEGINS AT 6:00 A.M. AND TEAR DOWN ENDS AT 10:00 P.M.
4 (10X10) TENTS.
5K RUN/WALK AND 1 MILE FUN RUN.,2016-09-14 13:33:01.010,KAKBAR,A
ASHEVILLE,16CAP,00000,007F3,"LOT BEING USED AS DIRT STORAGE, DIRT TO BE REMOVED AT A LATER DATE FOR GATED COMMUNITIES OF ASHEVILLE, LLC",2016-09-14 13:33:19.343,ACARROLL,A
ASHEVILLE,16CAP,00000,007F4,"REMOVE STUCCO THAT IS CRACKING AND COMING LOOSE, APPLY NEW STUCCO AND PAINT FOR PARK TERRACE PROPERTIES",2016-09-14 13:54:01.217,SCARVER,A
ASHEVILLE,16CAP,00000,007F5,RESTORE BRANCH CIRCUITS WITH WIRE THAT WAS CUT FOR SOME CIRCUITS FOR GEORGE WILSON,2016-09-14 14:16:26.590,KAKBAR,A
ASHEVILLE,16CAP,00000,007F6,RESIDENTIAL INTERIOR DEMO AND REMODEL OF EXISTING KITCHEN AND BATHROOM FOR ANNE KELLER,2016-09-14 14:31:08.313,SSALYER,A
ASHEVILLE,16CAP,00000,007F7,"UPFIT OF SHELL SPACE TO OFFICE, OCCUPANCY FOR WEAVER COOKE CONSTRUCTION. REC AMENDMENT TO PROVIDE FIRE ALARM PLANS TO TIE ONE NEW SMOKE SENSOR TO EXISTING IDNET CIRCUIT AT NEAREST DEVICE AND TIE TWO NEW NOTIFICATION DEVICES TO SPARE CIRCUIT FROM NACS",2016-09-14 14:52:01.097,ACARROLL,A
ASHEVILLE,16CAP,00000,007F8,NEW A FRAME FOR CENTER FOR MASSAGE & NATURAL HEALTH,2016-09-14 15:13:33.400,SSALYER,A
ASHEVILLE,16CAP,00000,007F9,NEW A-FRAME SIGN FOR CENTER FOR MASSAGE & NATURAL HEALTH,2016-09-14 15:17:37.030,SSALYER,A
ASHEVILLE,16CAP,00000,007FA,"REMODEL BASEMENT- BATH/LAUNDRY, ADD SHOWER, TUB, AND VANITY, REPLACE KITCHEN CABINETS, TILE FLOOR, PAINT WALLS, COUNTERTOPS, BACKSPLASH, REF. SWO 16-09346S, MAIN LEVEL RENTED TO TENANT, BASEMENT LEVEL TO BE OCCUPIED BY OWNERS, FOR BARRY TETREAULT",2016-09-14 15:46:52.887,ACARROLL,A
ASHEVILLE,16CAP,00000,007FB,"RENOVATE THE SHOWROOM AND OFFICES TO INCLUDE: NEW NON LOAD BEARING WALLS, LIGHTING, PAINT, FLOORING, INTERIOR DOORS, DEMO EXTERIOR WALLS TO ALLOW FOR NEW STOREFRONT WINDOWS AND NEW GARAGE DOORS, REPLACE EXISTING TOILETS AND SINKS, REF. SWO 16-09511S FOR CLASSIC PAINT AND BODY. REC TRANSMITTAL FORM TO PROVIDE ENGINEER SPECIFICATIONS FOR STEEL LINTELS. REC'D AMENDMENT TO ADD MECHANICAL WORK TO PERMIT. ADD 2 NEW AIR HANDLING UNITS AND DUCT TO SHOWROOM AREA, TO TOLIETS AND WAITING. PER CUSTOMER NO DEMO WILL TAKE PLACE.",2016-09-14 16:52:34.147,ACARROLL,A
ASHEVILLE,16CAP,00000,007FC,Current sign faded and being replaced with new sign of same material and same total sqft.,2016-09-15 01:10:50.727,PUBLICUSER92,A
ASHEVILLE,16CAP,00000,007FD,"REAIR AND REPLACE WITH SAME/LIKE MATERIAL TO EXISTING BUILDING.  REPLACE ALL ROTTED FACIA WOOD. PREP, PRIME, PAINT TO MATCH EXISTING.  MOTOR REPAIRS TO EXISTING BRICK. GUTTER & DOWNSPOUT REPAIRS FOR J JILL STORE.",2016-09-15 08:03:04.010,GMISER,A
ASHEVILLE,16CAP,00000,007FE,CONVERTING PROPANE FURNACE TO NATURAL GAS- ELECTRICIAN WILL BOND GAS PIPING,2016-09-15 09:21:37.363,PUBLICUSER501,A
ASHEVILLE,16CAP,00000,007FF,"SANFORD, CRAIG. RUNNING 30' OF INTERIOR GAS LINE FOR RANGE.",2016-09-15 09:40:58.607,ATESNER,A
ASHEVILLE,16CAP,00000,007FG,NEW FREESTANDING NON ILLUMINATED SIGN AT ENTRANCE FOR HANGER HALL SCHOOL FOR GIRLS,2016-09-15 11:09:11.920,SSALYER,A
ASHEVILLE,16CAP,00000,007FH,"REROOF HOUSE, DEMO & REMODEL KITCHEN TO INCLUDE NEW CABINETS AND FLOORS, AND TASK LIGHTING.   REMOVE NON LOAD BEARING WALL BETWEEN KITCHEN AND HALLWAY.  REMOVE EXISTING DECK AND REBUILD NEW SCREENED PORCH/COVERED DECK (512 SQ FT)  WITH STEPS TO ACCESS YARD, FOR ANN SENSIBAUGH. REC AMENDMENT TO ADD HVAC CONTRACTOR AND MOVE ONE RETURN.",2016-09-15 11:30:30.713,GMISER,A
ASHEVILLE,16CAP,00000,007FI,RHUBARB. REPLACING 2 WATER SOURCE HEAT PUMPS AND HOOKING IT UP. REF ELECTRICAL PERMIT 16-09630,2016-09-15 11:35:54.663,ATESNER,A
ASHEVILLE,16CAP,00000,007FJ,MINOR SUBDIVISION 2 LOTS FOR JACK & BRENDA WILSON,2016-09-15 12:00:58.253,SSALYER,A
ASHEVILLE,16CAP,00000,007FK,8 lot subdivision for 7 single-family homes. REC'D TRANSMITTAL FORM TO PROVIDE REVISED CIVIL PLANS AND REVISED HYDROLOGY STUDY.,2016-09-15 12:10:08.703,CSHORT,A
ASHEVILLE,16CAP,00000,007FL,"The existing Hole Doughnut building was built in 2014, prior to adoption of the Haywood Road Form District. The site is located in HR-5(live work) section of the Haywood District and the owner had originally planned to build a small residence on this site, located behind the doughnut shop, facing Wamboldt. The owner is now in the position of wanting to proceed with design and construction of the residential building - but we have a number of questions related to the new ordinance requirements and their affect on the feasibility of this project under the new ordinance.",2016-09-15 12:24:20.923,PUBLICUSER0,A
ASHEVILLE,16CAP,00000,007FM,"NEW CONSTRUCTION OF A 6 STORY HOTEL WITH DETACHED PARKING GARAGE (SEPERATE APPLICATION)  MASTERSITE 14-1226PZ
REC AMENDMENT REVISED PLANS , APPENDIX B AND POOL AND SPA DRAWINGS AND SOIL REPORTS, SENT COPIES OF SOIL REPORTS. REC AMENDMENT  - MECHANICAL AND ELECTRICAL PLAN REVISION SHEETS
REC AMENDMENT DRAWINGS AND SITE PLAN FOR 2 RETAINING WALL SEGEMENTAL SQUARE FOOT BLOCK,
REC APPLICATION AND PLANS FOR INDOOR POOL & SPA;",2016-09-15 12:39:19.667,SSALYER,A
ASHEVILLE,16CAP,00000,007FN,12 unit cottage development; REC  TRANSMITTAL 3 CIVIL SETS TO JENNIFER BLEVINS.,2016-09-15 12:45:33.283,CSHORT,A
ASHEVILLE,16CAP,00000,007FO,"NEW CONSTRUCTION OF A 6 STORY HOTEL WITH DETACHED PARKING GARAGE (SEPERATE APPLICATION)  MASTERSITE 14-1226PZ
REC AMENDMENT REVISED PLANS , APPENDIX B AND POOL AND SPA DRAWINGS AND SOIL REPORTS, SENT COPIES OF SOIL REPORTS. REC AMENDMENT  - MECHANICAL AND ELECTRICAL PLAN REVISION SHEETS
REC AMENDMENT DRAWINGS AND SITE PLAN FOR 2 RETAINING WALL SEGEMENTAL SQUARE FOOT BLOCK,
REC APPLICATION AND PLANS FOR INDOOR POOL & SPA;",2016-09-15 13:35:44.313,RROE,A
ASHEVILLE,16CAP,00000,007FP,"GRILL ON PATIO FOR 7 YEAR ANNIVERSARY PARTY, 9/23/2016 FROM 11:30AM-3:30PM, FOR CHAI PANI",2016-09-15 14:11:09.617,ACARROLL,A
ASHEVILLE,16CAP,00000,007FQ,"REMOVE STORAGE SHED OFF FRONT OF BUILDING, NEW FRAMING, SHEATHING & REPLACE SIDING, INSTALL NEW WINDOW IN OLD FRAME, REFRAME OPPOSITE SIDE WHERE DOOR IS CURRENTLY ADNINSTALL NEW WINDOW  FOR TRINITY BAPTIST CHURCH CHAPEL BUILDING",2016-09-15 14:16:49.653,SSALYER,A
ASHEVILLE,16CAP,00000,007FR,REPAIR OVERHEAD SERVICE FOLLOWING DAMAGE FROM FALLING TREE,2016-09-15 14:19:42.130,GMISER,A
ASHEVILLE,16CAP,00000,007FS,REPAIR EXISTING DAMAGED INTERIOR ENTRY WAY STAIRCASE AND ADD NEW HANDRAILS FOR JOHN FOX,2016-09-15 14:28:53.437,ACARROLL,A
